UniqueId,Region,OrderDate,InvoiceDate,DueDate,Amount,Disputed,InvoiceType,Delay
282342168,Central America,2011-12-14,2012-02-06,2012-03-20,63.28,No,Paper,False
6546750144,Europe,2012-01-10,2012-02-06,2012-03-07,54.6,Yes,Paper,True
2205310400,North America,2012-01-11,2012-02-06,2012-03-20,71.46,No,Paper,False
8623313803,Central America,2011-12-17,2012-02-07,2012-03-10,44.52,No,Paper,True
273425635,Africa&Asia,2011-12-20,2012-02-07,2012-03-14,113.76,Yes,Paper,True
6391230941,Europe,2012-01-19,2012-02-07,2012-03-21,75.19,No,Paper,False
7419219204,Africa&Asia,2011-12-11,2012-02-07,2012-03-21,72.49,No,Paper,False
8840023232,Europe,2012-01-05,2012-02-07,2012-03-21,88.89,No,Paper,False
882058462,Europe,2011-12-06,2012-02-08,2012-03-22,86.44,Yes,Paper,False
3940788745,,2011-12-29,2012-02-08,2012-03-22,30.74,No,Paper,False
7167433652,Europe,2011-11-23,2012-02-08,2012-03-18,48.47,No,Paper,True
6088063371,Central America,2011-12-07,2012-02-08,2012-03-05,68.28,No,Paper,True
893037091,Central America,2012-01-13,2012-02-09,2012-03-23,6.43,No,Paper,False
4756268669,Central America,2011-12-31,2012-02-09,2012-03-23,53.33,No,Paper,False
7832966824,South America,2011-12-09,2012-02-10,2012-03-16,64.54,No,Paper,True
1899442732,South America,2011-12-08,2012-02-11,2012-03-18,45.0,No,Paper,True
6626163507,North America,2011-12-15,2012-02-11,2012-03-25,64.87,No,Electronic,False
9401804366,Europe,2012-01-11,2012-02-11,2012-03-25,43.62,No,Paper,False
4722300351,North America,2011-12-12,2012-02-11,2012-03-04,68.08,No,Paper,True
6689193712,Central America,2011-12-30,2012-02-11,2012-03-21,27.22,No,Paper,True
700683520,Europe,2012-01-19,2012-02-11,2012-03-25,65.67,Yes,Paper,False
3605319346,North America,2011-12-23,2012-02-11,2012-03-15,39.67,No,Paper,True
6882106680,Africa&Asia,2011-12-25,2012-02-12,2012-03-26,69.43,No,Paper,False
2998565198,North America,2011-12-21,2012-02-12,2012-03-26,28.21,No,Paper,False
5939094178,Europe,2011-12-06,2012-02-13,2012-03-27,55.42,No,Paper,False
7821939794,North America,2011-12-16,2012-02-13,2012-03-27,70.45,No,Electronic,False
5370094352,North America,2311-12-09,2012-02-13,2012-03-15,24.25,No,Paper,True
428957919,North America,2011-12-17,2012-02-13,2012-03-18,86.74,No,Paper,True
9532348315,South America,2011-12-30,2012-02-13,2012-03-27,40.16,No,Paper,False
9180666472,Central America,2011-12-22,2012-02-13,2012-03-21,68.28,No,Paper,True
7043574740,Europe,2011-12-21,2012-02-14,2012-03-28,83.42,Yes,Paper,True
7171739266,North America,2012-01-31,2012-02-14,2012-03-19,76.47,No,Paper,True
7871204146,Europe,2012-01-14,2012-02-14,2012-03-28,83.09,No,Paper,False
4633078854,South America,2012-01-06,2012-02-14,2012-03-25,,No,Paper,True
6998465986,Africa&Asia,2011-12-31,2012-02-14,2012-03-28,30.05,No,Paper,False
7032806438,Africa&Asia,2012-01-10,2012-02-14,2012-03-09,46.66,No,Paper,True
3524717788,South America,2012-01-03,2012-02-15,2012-03-18,56.36,No,Electronic,True
8143888831,Africa&Asia,2012-01-10,2012-02-16,2012-03-30,64.02,No,Paper,False
4297912131,North America,2012-01-03,2012-02-16,2012-03-22,79.21,No,Paper,True
1539465403,Central America,2012-01-26,2012-02-16,2012-03-30,28.22,No,Paper,False
6843062937,Central America,2012-01-01,2012-02-16,2012-03-30,47.45,No,Paper,False
6932718624,North America,2012-01-05,2012-02-16,2012-03-30,72.79,No,Paper,False
5365850526,South America,2012-01-04,2012-02-16,2012-03-30,57.07,No,Paper,False
4930326600,,2011-11-28,2012-02-16,2012-03-30,58.85,No,Paper,False
5198527757,Central America,2012-01-13,2012-02-17,2012-03-31,38.97,No,Paper,False
4870747963,Africa&Asia,2012-01-23,2012-02-17,2012-03-31,70.57,Yes,Paper,False
4587287662,North America,2012-02-02,2012-02-17,2012-03-31,61.95,No,Paper,False
7866551143,North America,2011-12-04,2012-02-17,2012-03-31,51.07,No,Paper,False
1057997164,Central America,2012-01-10,2012-02-17,2012-03-31,20.8,No,Paper,False
1294595544,Europe,2011-12-16,2012-02-18,2012-03-13,72.18,Yes,Paper,True
75181247,Central America,2011-12-10,2012-02-18,2012-03-17,83.33,No,Paper,True
106360977,North America,2012-01-17,2012-02-19,2012-04-01,93.48,Yes,Paper,True
2806337298,North America,2012-01-25,2012-02-19,2012-03-31,62.85,No,Paper,True
5902046936,Europe,2011-12-31,2012-02-19,2012-03-29,74.94,Yes,Paper,True
3030097145,Central America,2012-01-25,2012-02-20,2012-04-03,68.41,No,Paper,False
6321822878,Europe,2012-01-02,2012-02-20,2012-04-03,59.19,Yes,Paper,False
1660153943,Central America,2012-01-16,2012-02-21,2012-03-27,45.08,No,Paper,True
1012251297,Central America,2011-11-13,2012-02-21,2012-03-04,26.05,Yes,Paper,True
8664445095,Europe,2012-01-01,2012-02-21,2012-03-23,76.19,Yes,Paper,True
537837854,Europe,2011-12-10,2012-02-21,2012-03-15,79.51,No,Paper,True
8158808494,Africa&Asia,2012-01-13,2012-02-21,2012-04-04,56.21,Yes,Electronic,False
3867210105,Europe,2012-01-03,2012-02-22,2012-03-17,69.8,No,Paper,True
5025374541,Central America,2012-01-09,2012-02-22,2012-04-05,57.14,No,Paper,False
4813721122,Europe,2012-01-01,2012-02-22,2012-04-03,107.11,No,Paper,True
9583697144,Europe,2012-01-20,2012-02-23,2012-04-06,67.59,No,Paper,False
4371434034,Europe,2011-12-30,2012-02-23,2012-03-15,83.08,No,Paper,True
1839518389,Europe,2011-12-29,2012-02-24,2012-04-01,44.76,Yes,Paper,True
5853943614,South America,2011-12-30,2012-02-24,2012-04-07,62.39,No,Paper,False
6114978639,Europe,2012-01-05,2012-02-24,2012-04-07,72.76,Yes,Paper,False
9687805368,North America,2012-01-06,2012-02-24,2012-04-07,52.04,No,Paper,False
2603539730,North America,2012-01-08,2012-02-25,2012-04-08,83.21,No,Paper,False
8598688213,Central America,2011-12-27,2012-02-25,2012-04-01,25.93,No,Paper,True
863594173,North America,2012-01-05,2012-02-25,2012-04-08,65.6,No,Paper,True
6273968942,North America,2011-12-30,2012-02-25,2012-04-08,92.11,No,Paper,False
9346541006,North America,2011-12-24,2012-02-25,2012-04-08,55.09,No,Paper,False
1280597932,North America,2011-12-18,2012-02-26,2012-04-09,56.42,No,Paper,False
8444345875,South America,2012-02-01,2012-02-27,2012-04-10,41.71,No,Paper,False
7197069769,North America,2012-01-07,2012-02-27,2012-04-10,48.75,No,Paper,False
3840426166,Europe,2011-12-21,2012-02-27,2012-03-21,70.89,Yes,Paper,True
3550686615,North America,2011-12-29,2012-02-28,2012-04-11,40.49,No,Paper,False
3148914031,Europe,2012-01-20,2012-02-28,2012-04-11,78.91,No,Paper,False
6025796693,Africa&Asia,2012-01-20,2012-02-29,2012-04-12,68.31,No,,False
8011401581,Central America,2012-01-17,2012-02-29,2012-04-12,24.63,No,Paper,False
5181531445,Africa&Asia,2011-12-21,2012-02-29,2012-04-12,60.86,No,Paper,False
3819986935,North America,2012-01-09,2012-03-01,2012-03-25,48.65,Yes,Paper,True
3392014041,North America,2011-12-16,2012-03-01,2012-04-13,56.54,No,Paper,False
4205152845,Central America,2012-01-02,2012-03-02,2012-04-14,26.37,No,Paper,False
9080028887,Central America,2012-01-26,2012-03-02,2012-04-10,45.97,No,Paper,True
3066073542,North America,2012-01-22,2012-03-02,2012-04-14,53.79,No,Paper,True
5834509499,Europe,2012-01-05,2012-03-02,2012-03-09,67.51,No,Paper,True
4240902395,Europe,2012-01-25,2012-03-02,2012-04-14,69.13,No,Paper,False
9254517013,Central America,2012-01-09,2012-03-03,2012-04-15,29.39,No,Paper,False
6211621442,South America,2012-01-21,2012-03-03,2012-03-27,117.01,No,Paper,True
7117238418,North America,2012-01-24,2012-03-03,2012-04-15,36.26,No,Paper,False
7022807641,North America,2012-01-28,2012-03-03,2012-04-15,61.17,No,Paper,False
8243963846,North America,2012-01-11,2012-03-04,2012-04-16,59.3,No,Electronic,False
6198121107,Europe,2012-01-06,2012-03-04,2012-04-14,62.49,Yes,Paper,True
1562504690,Africa&Asia,2011-12-28,2012-03-04,2012-03-22,83.15,Yes,Paper,True
9313451295,Africa&Asia,2012-01-29,2012-03-04,2012-04-16,48.11,No,Paper,False
4152504148,South America,2012-01-14,2012-03-05,2012-04-06,66.66,No,Paper,True
3961518373,Europe,2011-12-28,2012-03-05,2012-04-04,68.66,Yes,Paper,True
8871842653,Africa&Asia,2012-01-24,2012-03-05,2012-04-17,57.07,No,Paper,False
1234438336,South America,2012-01-15,2012-03-06,2012-04-18,41.89,No,Paper,False
7987067619,North America,2012-01-24,2012-03-06,2012-04-18,67.83,No,Paper,False
9340071189,Africa&Asia,2012-01-25,2012-03-06,2012-04-18,58.14,No,Paper,False
2254159769,South America,2012-01-16,2012-03-07,2012-04-19,72.83,No,Paper,False
3170339882,South America,2012-01-28,2012-03-07,2012-04-19,62.24,No,Paper,False
5983180705,North America,2011-12-14,2012-03-07,2012-04-05,38.45,No,Paper,True
9385395392,,2011-12-20,2012-03-08,2012-03-25,54.41,No,Paper,True
222477564,South America,2011-12-30,2012-03-08,2012-04-18,65.7,,Paper,True
5995642092,North America,2012-01-06,2012-03-08,2012-04-15,35.46,No,Paper,True
6409983012,North America,2012-02-11,2012-03-09,2012-04-12,84.25,No,Paper,True
519700354,South America,2012-01-11,2012-03-09,2012-04-03,32.17,No,Paper,True
8207456004,South America,2012-01-31,2012-03-09,2012-04-21,18.57,No,Paper,False
4023295233,North America,2012-02-05,2012-03-10,2012-04-22,71.8,No,Electronic,False
7496830993,Europe,2012-01-05,2012-03-10,2012-04-22,75.33,Yes,Paper,False
7176685266,Africa&Asia,2012-01-07,2012-03-10,2012-04-22,75.99,No,Paper,False
4392918366,North America,2012-01-27,2012-03-10,2012-04-22,81.87,No,Paper,False
8193630211,North America,2012-01-15,2012-03-10,2012-04-12,85.82,Yes,Paper,True
7472160858,Africa&Asia,2012-01-04,2012-03-10,2012-04-22,66.88,Yes,Paper,True
7640437486,Europe,2012-01-08,2012-03-10,2012-04-19,75.62,No,Paper,True
4682843239,Africa&Asia,2012-02-08,2012-03-11,2012-04-23,56.47,Yes,Paper,False
3969347325,Europe,2012-01-18,2012-03-11,2012-04-15,61.19,Yes,Paper,True
6288740790,Central America,2012-02-08,2012-03-11,2012-04-18,23.05,No,Paper,True
3636727153,North America,2012-02-17,2012-03-12,1112-04-14,67.83,Yes,Paper,True
1661281311,North America,2012-01-27,2012-03-13,2012-04-25,76.21,No,Paper,False
9787421130,South America,2012-01-21,2012-03-13,2012-04-13,16.62,No,Paper,True
9183796742,North America,2012-01-24,2012-03-13,2012-04-25,81.85,No,Paper,False
7881731765,South America,2012-01-26,2012-03-13,2012-04-16,46.22,No,Paper,True
8610241270,North America,2012-01-16,2012-03-14,2012-04-26,95.82,No,Paper,False
8576086686,Central America,2012-02-07,2012-03-14,2012-04-26,38.0,No,Paper,False
1070459520,Europe,2012-01-28,2012-03-14,2012-04-12,86.1,Yes,Paper,True
232048622,Africa&Asia,2012-01-22,2012-03-14,2012-04-26,67.6,No,Paper,False
3889145574,North America,2012-02-02,2012-03-15,2012-04-27,39.66,No,Paper,False
3388733623,Africa&Asia,2012-01-25,2012-03-15,2012-04-19,58.17,No,Paper,True
1454620628,Africa&Asia,2011-12-27,2012-03-15,2012-04-08,66.88,Yes,Paper,True
6712873885,Central America,2012-03-04,2012-03-16,2012-04-28,33.75,No,Paper,False
4114424286,North America,2012-01-24,2012-03-16,2012-04-16,46.25,No,Paper,True
6089084877,Central America,2012-02-03,2012-03-16,2012-04-28,43.39,No,Paper,False
3372046335,Central America,2012-02-20,2012-03-17,2012-04-29,26.16,Yes,Paper,False
3336714183,North America,2012-01-29,2012-03-17,2012-04-29,53.36,No,Paper,False
7787761526,Europe,2012-01-17,2012-03-17,2012-04-26,64.33,No,Paper,True
2585470999,Central America,2012-02-19,2012-03-17,2012-04-29,34.57,No,Paper,False
7218524698,North America,2012-01-14,2012-03-17,2012-04-29,80.15,No,Electronic,False
1310667812,South America,2012-02-05,2012-03-18,2012-04-30,60.93,No,Paper,False
6332346154,Africa&Asia,2012-01-16,2012-03-18,2012-04-30,63.81,No,Paper,False
9866646797,North America,2012-02-25,2012-03-18,2012-04-23,48.2,No,Electronic,True
2694732247,Central America,2012-02-16,2012-03-18,2012-04-30,30.08,No,Paper,False
4475076763,Africa&Asia,2012-01-26,2012-03-18,2012-04-30,69.93,No,Paper,False
2938081000,Africa&Asia,2012-01-30,2012-03-19,2012-05-01,57.21,Yes,Paper,False
5865860062,South America,2012-01-04,2012-03-19,2012-04-17,48.42,Yes,Electronic,True
4170821223,North America,2012-02-18,2012-03-19,2012-05-01,49.14,No,Paper,False
6222252019,Africa&Asia,2012-01-30,1912-05-05,2012-05-01,50.79,No,Paper,False
870792057,Europe,2012-02-16,2012-03-19,2012-05-01,73.92,No,Paper,False
1669605495,South America,2012-01-28,2012-03-20,2012-04-28,82.98,No,Paper,True
9814992757,North America,2012-02-12,2012-03-20,2012-05-02,103.64,No,Paper,False
9002067860,Europe,2012-01-27,2012-03-20,2012-04-21,82.09,Yes,Electronic,True
3651082685,Central America,2012-01-04,2012-03-20,2012-04-14,29.34,No,Paper,True
6929479378,South America,2012-01-24,2012-03-20,2012-05-02,27.08,No,Paper,False
6950783855,Central America,2012-01-29,2012-03-21,2012-05-03,88.13,Yes,Paper,False
1401765899,Africa&Asia,2012-02-01,2012-03-21,2012-05-03,40.68,Yes,Paper,False
5636675950,North America,2012-01-05,2012-03-21,2012-04-10,68.81,Yes,Paper,True
7740692207,South America,2012-03-05,2012-03-21,2012-05-03,69.51,No,Paper,False
4773950831,South America,2012-02-03,2012-03-22,2012-05-04,25.66,No,Paper,False
6612984395,Central America,2012-02-01,2012-03-22,2012-04-15,64.1,No,Paper,True
1796958572,North America,2012-02-04,2012-03-22,2012-05-04,42.61,No,Electronic,False
8203817830,North America,2012-02-21,2012-03-23,2012-05-05,92.34,No,Electronic,False
8136944092,Europe,2012-01-24,2012-03-23,2012-05-05,37.39,No,Paper,False
5722625204,,2012-02-15,2012-03-23,2012-04-06,89.05,No,Paper,True
4255145592,Central America,2012-01-15,2012-03-23,2012-05-05,18.09,No,Paper,False
3289419980,Central America,2012-01-24,2012-03-24,2012-05-06,7.11,No,Paper,False
3248545962,South America,2012-02-04,2012-03-24,2012-04-22,63.08,Yes,Electronic,True
4667456223,South America,2012-01-29,2012-03-24,2012-04-19,89.9,No,Paper,True
2186599382,North America,2012-01-26,2012-03-24,2012-04-26,92.76,No,Paper,True
8389561226,Central America,2012-02-16,2012-03-24,2012-05-06,53.67,No,Paper,False
4908628098,Europe,2012-01-20,2012-03-24,2012-05-06,89.67,Yes,Paper,False
3242899571,South America,2012-02-12,2012-03-25,2012-05-05,45.59,No,Paper,True
2872500354,Europe,2012-02-29,2012-03-25,2012-05-07,67.41,No,Electronic,False
2863276075,Europe,2012-01-22,2012-03-26,2012-04-24,95.94,No,Paper,True
4906343954,North America,2012-02-24,2012-03-26,2012-05-08,53.69,No,Paper,False
9798309489,Europe,2012-02-11,2012-03-27,2012-05-09,74.07,No,Paper,False
9733725302,Africa&Asia,2012-03-02,2012-03-27,2012-05-09,58.73,No,Paper,False
512194602,North America,2012-02-29,2012-03-28,2012-05-05,64.4,No,Electronic,True
3787074696,Central America,2012-02-27,2012-03-28,2012-05-10,29.7,No,Paper,False
2368072192,Europe,2012-02-08,2012-03-29,2012-05-11,92.71,Yes,Electronic,False
3161602616,South America,2012-01-25,2012-03-29,2012-05-07,79.28,No,Paper,True
8636390396,Africa&Asia,2012-01-27,2012-03-29,2012-05-11,55.38,No,Electronic,False
6502176136,Africa&Asia,2012-01-31,2012-03-29,2012-04-13,30.03,Yes,Paper,True
4087966475,North America,2012-02-13,2012-03-29,2012-05-11,60.32,No,Paper,False
586870094,Central America,2012-01-29,2012-03-29,2012-04-24,14.94,Yes,Paper,True
4037644863,North America,2012-02-18,2012-03-29,2012-05-11,62.68,Yes,Paper,False
7873704598,,2012-02-14,2012-03-29,2012-05-11,10.47,No,Paper,False
9883462057,Africa&Asia,2012-01-15,2012-03-30,2012-05-12,50.1,No,Electronic,False
3110539999,Africa&Asia,2012-03-07,2012-03-30,2012-05-12,36.21,Yes,Electronic,False
7567097895,South America,2012-02-12,2012-03-30,2012-05-12,26.9,No,Paper,False
3746199110,North America,2012-02-09,2012-03-30,2012-05-12,58.57,No,Paper,False
9373791288,Africa&Asia,2012-02-23,2012-03-31,2012-05-13,60.57,No,Electronic,False
9976671102,South America,2012-02-21,2012-03-31,2012-05-13,28.3,No,Paper,False
6288520521,North America,2012-01-15,2012-03-31,2012-05-13,44.43,No,Paper,False
4016860144,Europe,2012-01-31,2012-03-31,2012-05-13,58.56,No,Paper,False
35868002,South America,2012-01-27,2012-03-31,2012-05-13,75.33,No,Paper,False
8164224319,Europe,2012-02-06,2012-04-01,2012-05-01,72.78,Yes,Paper,True
5851010658,South America,2012-02-19,2012-04-01,2012-05-14,56.1,No,Paper,False
7175346419,North America,2012-02-07,2012-04-01,2012-05-14,100.7,No,Paper,False
2428102854,Africa&Asia,2012-01-14,2012-04-02,2012-05-15,83.74,Yes,Paper,False
2073423085,North America,2012-03-07,2012-04-02,2012-05-15,69.97,No,Paper,False
5358292729,North America,2012-01-14,2012-04-03,2012-05-16,65.75,No,Paper,False
684720070,South America,2012-01-11,2012-04-03,2012-05-04,66.25,Yes,Electronic,True
285510254,Central America,2012-01-25,2012-04-05,2012-04-17,27.05,No,Paper,True
9327668635,Africa&Asia,2012-02-14,2012-04-05,2012-05-18,44.99,No,Paper,False
7344346525,South America,2012-02-02,2012-04-05,2012-05-18,23.53,No,Paper,False
4041763430,Central America,2012-02-16,2012-04-06,2012-05-06,37.93,No,Electronic,True
8130568082,Africa&Asia,2012-02-08,2012-04-06,2012-05-19,67.3,No,Paper,False
4540037935,Central America,2012-02-23,2012-04-06,2012-05-19,49.41,No,Paper,False
627613977,South America,2012-02-14,2012-04-06,2012-05-19,35.67,No,Paper,False
1187373900,South America,2012-02-26,2012-04-06,2012-05-19,82.4,No,Paper,False
5417879278,South America,2012-02-26,2012-04-07,2012-05-16,37.08,Yes,Paper,True
9046073849,North America,2012-02-05,2012-04-07,2012-05-17,84.31,No,Paper,True
1752036971,Central America,2012-02-12,2012-04-08,2012-05-16,71.72,No,Paper,True
8857627389,North America,2012-03-26,2012-04-08,2012-05-21,83.49,No,Paper,False
6536896937,North America,2012-03-10,2012-04-08,2012-05-09,74.28,No,Paper,True
6873740038,Central America,2012-02-05,2012-04-08,2012-05-21,45.14,No,Paper,False
725765758,Central America,2012-01-26,2012-04-08,2012-05-15,76.71,Yes,Paper,True
4859265458,Europe,2012-03-02,2012-04-08,2012-05-21,76.68,No,Paper,False
