UniqueId,Delay
3341311423,False
7096221227,True
6191014036,False
8455537995,False
5854224600,False
6109735891,False
7074243715,True
8788830849,False
4902256475,True
9546060439,False
5473678800,False
2017481337,False
2962262974,False
9359250752,False
5157346968,False
2118879684,True
5225282488,False
3699989123,False
0761602627,True
2669865910,False
3876210500,True
9588957496,False
7059816083,False
4084102990,False
5796159925,False
7662777416,True
8680785503,False
7133128659,False
7170674351,False
6309336631,False
1120525583,False
0176953642,True
1592682714,False
9493022226,False
3686599515,False
1754538629,False
8820244619,False
0806089606,False
0641300165,True
3315197094,False
1308410672,False
3693108174,False
6640953472,False
2739453651,True
4153488634,False
8062397322,False
6559779926,False
0883694015,False
0773493683,True
4649451107,False
3671610537,True
5284159199,False
1730560128,False
1027852268,False
6332637140,False
3922850581,True
7295000938,True
0839049806,False
0872319562,False
5378812305,True
9727346662,False
1761962468,True
6726677387,True
2624507671,False
5128563640,False
9540987941,True
0631345640,False
1759240329,False
7524155753,True
1752423656,True
9893070847,False
1951887650,False
6662053878,False
0106486147,False
5106033344,False
7830094350,False
9590153054,False
9393038918,False
6520680737,False
9544630517,True
1907393570,False
8165388862,True
0217272343,True
5115237233,False
5129304908,True
2163218884,False
8478661655,False
7329436593,False
6299892020,False
2448402169,False
5601820333,False
3166292468,False
0784468555,False
2135320728,True
6791824606,False
7166848125,False
9083415808,False
6830035207,True
8066534559,False
0884183285,False
9121577010,False
1185375111,True
4047974141,False
8119664084,False
0689403769,True
6870131864,False
9037173247,False
0858258272,True
4398006570,False
4937921214,True
9618979999,False
5411405629,False
7668955519,True
5040778858,False
5506147573,False
1586922908,False
7992871769,True
8978691415,False
5826992356,True
5259704172,True
1061077534,False
4988241929,False
2024965903,True
9923599437,False
6478764177,False
3520423399,False
6235560565,False
2238525299,False
7365861488,False
4695028902,False
4867913310,False
0755429128,True
3548287166,False
0679404840,False
6759921255,False
2253964269,True
9469584989,False
6014957446,True
9016415003,False
9257925380,False
2925434206,False
4454426709,False
4584232854,False
2677499546,False
9184635048,True
6008733621,False
1652571996,False
8786637235,False
7851279717,False
9327462141,False
5728598959,False
9189385048,False
2025587663,True
5219455796,False
4871103320,False
3240616518,False
5395803659,True
9380641705,False
9982796720,True
0524798729,False
8893780423,False
1388703117,False
8585978960,False
0052765186,False
0261246477,False
6674900941,False
0647569317,False
2328511433,False
5433217651,False
7200684326,False
9661947571,True
5445841992,False
8148770791,True
1388916055,False
6985831527,False
7961973380,False
4518177634,True
6732317450,True
5315380309,False
8111779828,True
4033537104,True
7550415361,True
0371943035,False
3839625778,False
2050809961,False
5032711986,False
6481259640,False
9368067229,False
8564835935,False
2811916189,False
3563628885,False
4072901129,False
4735063899,False
2197465105,False
5920658489,False
1317885189,False
3944350713,False
3619199367,False
9188939939,True
8427086210,True
2529299296,False
4220885855,True
3148320908,False
2924198306,False
8346126237,False
9882515146,False
0195093797,True
5991374516,False
4381512590,True
6926621731,False
0649688883,False
6151783720,True
6595838571,False
1553284771,False
9912278044,False
4988118072,False
4369910958,False
2146884004,False
2867355070,False
5539674578,False
6579967070,False
1056254354,False
1349854883,False
2693687613,False
5949242829,True
6452306428,False
1474447710,True
6878680146,False
1841884225,False
5118980474,False
5031169107,False
1853646712,False
1829655163,False
7483571988,False
6412855977,False
1826457023,False
6393700803,False
2486669145,False
0333420180,True
6052640963,False
1393928750,False
2634865247,True
5759027335,False
0381841466,False
4958732401,False
5144461624,True
6178537152,True
3424410029,False
1426850927,False
9010084863,False
1839830620,True
4695983239,False
7714500054,False
9238366168,False
1384963125,False
4767910867,False
2436471559,False
4905021101,False
1867249429,False
7957903409,False
6254565489,True
3861006083,True
6740833908,False
5750325838,True
1854927312,False
9823818682,True
2129779702,False
5959305622,False
7697000588,False
4701158835,True
4722543209,False
2511656905,False
1691604826,False
7203564937,False
3345939091,False
2464264785,True
1054254710,True
3652831331,False
6884520592,True
4671698071,False
7115348997,False
6303890920,False
2879905746,False
1436424010,True
8675080549,False
6279951505,False
7127477711,True
0839756390,True
3523951475,True
6128855877,False
8553422918,False
9766114576,False
1653708883,False
5375281177,False
1319645642,True
8052943053,False
1166745208,False
4218477720,False
6179146246,False
3250840107,False
3910002517,False
9866145537,False
0299012002,False
6342800937,False
4025313129,True
3581281649,False
8502171486,True
3362601597,True
6381931555,False
0300108731,True
2238411112,True
0208940420,True
2267584907,False
6440354171,False
9914585915,True
2189582262,False
9366628825,False
9835528694,False
2455126326,True
8249581875,False
